height_cm,positions,skill_moves(1-5),crossing,finishing,short_passing,dribbling,freekick_accuracy,long_passing,ball_control,acceleration,agility,shot_power,stamina,long_shots,interceptions,vision,marking,standing_tackle
154.94,"CDM,CM,CAM",2,59,61,67,61,52,66,64,63,75,65,79,62,68,66,66,69
185.42,ST,4,53,71,66,76,48,60,69,72,68,72,70,66,41,69,57,41
182.88,"LB,LWB",3,60,33,48,69,39,33,68,85,73,32,73,31,67,40,68,69
187.96,"CB,LB",2,70,20,66,65,32,64,62,69,72,57,75,43,68,54,68,68
165.1,CM,3,53,57,73,65,43,65,73,81,93,61,86,57,62,63,58,61
182.88,LM,3,65,65,67,69,40,65,66,77,73,66,76,63,29,66,30,32
154.94,"LB,LM",3,72,33,66,68,55,68,67,77,70,70,68,56,65,48,65,68
190.5,CB,2,25,30,35,28,32,36,29,45,30,57,33,16,56,41,69,74
182.88,CDM,2,37,35,67,52,37,61,63,48,57,46,75,30,68,49,70,72
187.96,ST,2,63,67,69,68,64,68,54,62,66,77,64,68,15,63,21,43
185.42,"ST,RM,LM",3,66,62,65,68,35,61,65,91,79,69,77,64,24,65,30,29
154.94,"CB,RB",2,64,35,57,61,37,55,63,74,63,62,79,40,68,44,69,68
182.88,"CAM,RM,CM",3,67,59,71,68,59,66,71,74,69,67,64,65,46,72,43,59
175.26,"CB,RB",2,66,42,69,56,48,67,66,52,55,57,56,50,65,65,67,64
190.5,CB,2,37,28,65,56,36,65,60,62,68,44,68,38,67,53,66,71
175.26,"RM,RW,LM",3,59,68,64,75,37,53,70,79,76,75,65,64,18,59,21,19
175.26,"ST,CAM",3,65,74,62,63,53,51,70,70,70,67,66,62,34,66,19,25
175.26,CAM,3,71,65,69,65,77,67,70,65,72,67,54,70,34,70,58,35
187.96,GK,1,13,18,34,13,12,26,29,43,52,21,32,13,26,24,21,13
190.5,CB,2,34,36,52,26,46,44,49,47,58,25,75,21,64,36,67,72
190.5,CB,2,58,33,63,46,56,61,60,49,46,71,53,31,69,54,72,68
175.26,"CAM,RW,LW",3,54,58,70,75,63,63,69,75,71,55,51,63,39,68,56,37
193.04,CB,2,49,28,53,50,32,45,52,48,43,57,55,39,66,30,68,70
182.88,"LB,CB",3,73,56,63,63,48,60,65,60,66,70,64,70,67,65,74,72
154.94,"CAM,CM,LM",3,70,57,66,71,61,62,71,78,82,72,84,66,37,63,45,40
193.04,GK,1,11,5,40,10,12,34,28,47,68,21,38,7,11,33,11,14
170.18,"LW,CF",4,53,66,71,76,47,50,74,78,81,70,58,63,20,64,43,23
190.5,CB,2,57,52,62,44,55,61,51,56,45,53,59,44,55,44,70,72
154.94,ST,2,39,71,62,59,39,36,65,67,65,69,71,64,20,51,25,21
152.4,"CDM,CM",2,63,53,74,48,65,65,63,33,48,61,72,60,72,59,70,66
175.26,RB,3,70,48,66,65,62,64,66,67,71,66,67,60,64,60,67,67
185.42,"RM,CM",3,65,59,68,67,50,65,69,71,67,64,73,60,63,62,54,62
187.96,"CB,LB",2,66,48,60,63,67,67,62,50,63,74,53,62,66,66,68,72
175.26,"CAM,RM,LM",3,64,64,62,68,75,65,69,74,74,66,63,70,23,62,35,29
175.26,"LW,RW",4,59,62,63,75,47,53,70,78,73,74,62,66,27,62,22,28
185.42,CB,2,43,34,62,40,24,56,50,67,52,42,72,36,65,42,64,68
182.88,"CM,LM",3,68,62,70,67,71,67,70,61,63,74,64,72,63,66,60,59
190.5,ST,2,40,69,62,57,40,35,64,51,52,67,66,58,17,56,13,21
167.64,"RM,LM",2,66,64,66,72,29,57,54,91,83,64,77,55,22,64,31,24
185.42,ST,3,54,67,62,63,46,49,65,74,58,72,82,50,35,57,14,12
185.42,CB,2,52,23,57,45,17,58,55,54,54,40,77,24,64,50,70,67
165.1,RB,2,66,46,68,73,72,58,61,78,87,67,69,62,69,65,71,61
182.88,"CB,RB",2,65,38,64,59,39,53,63,57,62,65,75,33,66,56,69,68
170.18,"RW,LW",4,61,56,62,72,44,43,70,86,90,63,69,48,21,61,21,51
170.18,"CAM,LM,RM,LB",3,71,57,64,71,56,62,69,83,84,66,82,62,54,61,46,59
152.4,LB,3,71,33,64,67,65,56,67,68,75,45,64,32,64,55,68,73
167.64,"LB,RB,LM",3,68,22,65,65,31,50,64,80,83,47,71,35,63,62,66,70
195.58,CB,2,27,28,55,39,47,47,48,39,38,42,81,32,68,47,62,67
175.26,"ST,LM",3,28,70,60,65,33,58,66,81,67,67,71,65,14,65,31,12
154.94,"CB,LB",2,49,23,50,52,42,47,55,72,77,54,76,40,69,37,69,74
175.26,RB,2,64,34,65,62,54,49,67,69,72,34,78,34,68,57,66,67
175.26,"LB,LWB",3,75,41,71,64,32,71,70,71,63,51,61,50,68,69,60,70
185.42,"CB,LB",3,70,46,61,63,66,58,65,76,64,73,82,68,68,59,59,68
185.42,"LB,CB",3,64,34,68,65,31,62,65,73,59,42,59,36,65,45,69,71
152.4,LB,2,65,23,58,59,29,51,63,76,67,32,87,26,68,46,59,64
182.88,"LB,LM,LWB",3,63,59,64,63,46,59,65,78,69,68,90,61,61,59,59,61
172.72,"RB,RM",3,74,30,65,67,68,36,66,72,64,40,73,32,64,54,63,65
185.42,"CDM,CB",3,68,62,69,66,42,66,68,68,71,61,75,61,65,54,65,68
154.94,"RB,CDM",2,65,53,65,61,51,63,65,69,68,65,75,66,68,68,69,69
152.4,ST,2,58,70,68,65,53,47,62,63,69,67,66,64,26,63,17,12
182.88,"CB,RB",2,47,30,59,52,35,55,59,55,65,36,66,31,63,46,70,69
167.64,"RM,ST,LM",3,60,64,63,71,51,54,68,81,93,72,63,64,25,58,30,13
185.42,ST,4,55,66,61,67,41,46,67,77,71,69,58,64,16,65,24,14
187.96,"ST,RW,CAM",3,59,67,64,67,58,55,68,76,70,65,80,55,51,64,21,46
170.18,"CAM,RM",3,63,62,63,69,29,59,67,85,81,73,74,66,27,59,45,23
172.72,"CDM,CM",2,53,37,67,60,64,58,68,65,72,53,82,46,71,62,64,67
154.94,"CDM,CM",3,67,61,67,64,73,68,68,46,48,73,66,64,70,65,66,69
175.26,"LM,ST,CAM",3,59,62,61,70,37,53,68,90,84,63,67,57,34,59,53,53
185.42,GK,1,15,12,35,12,12,30,30,42,46,29,35,17,13,30,10,11
170.18,ST,3,48,68,56,66,58,37,70,77,79,65,79,66,35,55,43,26
195.58,GK,1,11,5,28,10,11,28,30,25,24,20,35,19,6,33,22,13
182.88,ST,3,31,66,55,70,33,43,68,79,68,71,63,67,19,56,20,24
154.94,"RW,CAM,LW",3,66,65,59,67,39,52,66,94,89,70,74,64,49,59,28,21
185.42,"CM,CDM",2,35,34,69,55,52,67,67,55,49,73,89,68,70,66,60,69
170.18,"LB,LM",3,70,61,65,73,78,67,73,79,83,83,72,75,63,60,65,66
187.96,CB,2,29,22,53,39,34,45,42,56,43,42,55,27,65,28,67,70
185.42,GK,1,11,10,19,18,15,29,16,40,45,14,21,8,16,54,14,13
152.4,LB,2,67,44,69,45,55,76,60,68,64,44,67,55,73,47,66,56
182.88,CB,2,46,24,63,47,26,59,64,64,64,46,51,18,73,31,61,68
190.5,CB,2,41,35,53,37,26,43,55,30,28,45,75,24,67,53,68,68
187.96,GK,1,19,20,32,11,14,30,22,51,52,25,17,18,20,32,15,19
182.88,"CM,CAM",3,58,56,72,66,63,69,70,58,72,68,90,62,53,64,51,60
152.4,"LW,ST,LM",3,64,68,68,68,59,56,69,78,72,73,80,58,14,48,42,17
190.5,CB,2,46,50,62,55,36,63,60,54,57,63,77,53,58,58,68,58
185.42,ST,3,41,74,52,64,53,45,65,60,61,71,64,67,45,46,22,24
185.42,CB,2,35,33,58,31,28,46,45,59,60,46,71,30,67,22,71,69
175.26,"RM,LM,RW",3,62,65,61,71,59,52,66,90,81,68,75,63,46,57,22,47
185.42,"CB,LB",2,22,17,58,34,26,49,53,51,47,43,72,23,69,34,66,68
175.26,"RB,RM,LB",2,63,52,72,62,46,72,70,75,72,70,73,62,62,58,69,67
154.94,"RB,LM",3,65,44,64,67,39,58,65,78,65,65,74,52,64,58,65,68
152.4,"LM,LB",3,68,54,69,66,75,64,70,78,78,77,83,73,65,53,66,70
182.88,"CB,CDM",2,54,52,64,47,56,53,60,40,57,58,68,48,72,66,70,66
154.94,LB,2,70,45,59,62,69,65,65,79,70,71,83,67,65,54,63,68
190.5,CM,3,58,64,68,66,63,62,68,69,59,69,76,65,65,64,62,64
187.96,GK,1,12,6,17,14,13,27,16,35,24,21,23,6,6,35,19,12
154.94,"RB,RWB",3,64,34,63,68,35,62,63,73,71,32,79,45,68,54,58,71
185.42,CB,2,45,35,54,52,43,41,58,64,49,56,63,30,64,47,68,75
172.72,"RM,RW,LW",3,60,63,69,72,65,57,69,78,82,55,58,57,23,69,60,31
170.18,"CM,CAM",2,56,50,71,59,62,68,64,66,71,71,75,66,62,78,47,46
185.42,GK,1,15,14,22,18,11,31,23,51,48,28,26,17,19,32,12,13
175.26,"RM,CAM",3,62,62,60,70,40,42,68,90,84,60,60,57,16,65,58,22
175.26,"RB,RWB,RM",3,71,44,69,65,41,65,73,59,81,66,72,67,75,52,70,60
185.42,CB,2,53,35,64,61,38,65,66,57,50,43,74,25,67,52,63,67
182.88,"CM,LM",3,66,53,71,64,47,66,69,67,60,68,75,61,66,68,65,66
190.5,"RM,ST",3,65,66,65,68,38,59,64,68,59,68,72,59,21,59,21,27
182.88,"CDM,CM",2,59,41,66,48,52,60,62,55,60,63,86,66,70,66,65,62
185.42,GK,1,13,13,38,12,12,28,26,42,46,20,33,12,17,34,10,12
170.18,LB,3,66,41,63,69,33,62,68,78,77,47,69,45,59,51,64,70
175.26,ST,3,50,69,64,66,37,53,67,76,80,69,66,63,24,67,22,19
170.18,"LW,RW",3,66,60,65,68,64,55,67,89,84,56,67,53,30,55,41,33
185.42,GK,1,16,15,26,18,39,22,20,46,32,48,33,20,16,29,16,14
154.94,RB,2,58,35,60,59,40,55,58,73,72,35,86,50,67,45,64,66
175.26,LM,3,60,65,63,70,56,51,68,86,90,68,73,65,51,63,43,53
152.4,"RM,LM,ST",3,67,65,66,71,58,63,70,75,75,64,61,67,30,60,47,37
187.96,"CDM,CM",3,52,59,74,64,65,70,69,55,61,74,68,72,66,69,65,59
170.18,"LM,RM",4,65,62,64,70,48,60,68,80,81,71,67,65,42,65,46,43
182.88,ST,3,36,71,54,65,35,41,62,68,76,68,72,62,17,54,21,16
175.26,"CDM,CM",3,67,41,69,67,66,66,68,62,70,68,73,68,70,70,58,67
152.4,"CB,RB",2,57,40,43,64,62,30,56,63,53,50,50,50,69,56,70,70
182.88,GK,1,11,20,25,11,18,24,17,41,57,25,33,12,22,35,17,12
182.88,"CDM,CM",3,44,49,68,64,51,64,67,53,60,64,69,51,64,62,67,71
152.4,"CAM,RM,CM",3,55,71,53,75,66,59,65,74,40,61,55,65,33,75,28,34
152.4,CAM,3,59,59,71,76,61,68,63,70,66,65,63,59,48,71,33,50
190.5,"CB,CDM,CM",2,56,30,62,55,29,60,55,63,63,45,64,30,66,40,66,66
154.94,"CM,CDM",3,49,58,70,60,38,64,67,74,66,59,91,59,66,64,58,68
175.26,LB,2,70,52,66,60,60,64,65,68,71,66,70,61,66,64,68,68
182.88,RB,2,66,26,55,52,32,60,55,75,70,41,92,22,63,28,70,65
187.96,ST,2,44,70,55,56,45,45,68,53,34,73,69,54,25,62,28,46
170.18,"ST,LM,RM",3,68,67,65,69,43,59,67,73,80,70,45,56,40,57,48,26
182.88,"ST,LM,RM",3,63,67,66,71,66,62,69,69,69,65,65,66,24,64,55,24
185.42,"CM,CDM",3,66,59,70,65,61,69,67,63,56,70,79,72,67,61,57,70
170.18,"CAM,RW",3,65,63,65,70,56,61,67,78,78,59,68,59,28,64,29,33
152.4,"RB,RW,LW",3,74,60,66,67,44,62,66,72,66,69,85,60,60,66,65,62
152.4,"CM,RW",3,67,55,68,68,69,66,67,70,71,68,70,68,65,70,60,64
170.18,"CDM,CM",3,62,58,71,64,55,68,68,62,72,63,82,52,62,71,65,65
182.88,"CAM,CM",3,62,66,68,68,71,66,70,67,73,74,67,68,52,69,48,48
187.96,"CB,RB",2,55,41,63,56,41,63,62,65,68,51,66,47,68,41,61,71
185.42,"CM,CDM",3,47,57,68,58,47,74,66,58,61,67,77,68,63,71,60,63
154.94,"RB,LB,CB",2,52,24,60,59,28,39,57,74,64,35,83,27,72,43,66,68
182.88,GK,1,18,12,32,21,20,24,25,58,43,19,35,19,24,24,15,20
187.96,GK,1,10,15,34,12,19,29,18,52,55,36,42,11,21,55,10,9
182.88,"RB,LB",3,64,40,68,64,30,70,66,68,60,57,75,47,63,55,68,68
187.96,"CB,RB",2,29,27,56,29,28,41,49,55,39,61,63,28,65,32,67,68
187.96,GK,1,13,12,23,21,15,22,17,32,38,21,30,15,18,46,10,15
185.42,CB,2,44,32,64,46,64,62,58,68,65,54,72,27,65,44,64,69
185.42,CB,2,32,35,63,32,36,54,56,46,50,56,54,44,68,50,62,68
175.26,"CM,CDM,RM",3,68,52,72,69,68,62,71,74,74,62,87,58,55,68,50,52
185.42,"CDM,CM",2,52,29,68,62,52,66,67,56,58,63,74,58,66,63,67,67
152.4,"ST,LM,RM",3,65,68,65,67,45,53,68,79,72,69,69,63,22,64,35,30
152.4,"CM,CDM",3,64,64,71,66,56,70,68,67,66,70,68,65,64,68,43,65
154.94,"LM,CAM,RM",3,70,63,71,66,66,69,68,71,69,71,70,67,35,62,51,31
152.4,LB,2,67,45,65,66,48,58,60,77,71,64,67,63,65,63,67,67
170.18,"CDM,CM",2,53,32,70,43,45,64,67,72,78,47,90,44,66,58,61,62
175.26,"ST,LW",3,61,72,55,77,52,41,71,78,87,66,55,71,30,36,20,17
185.42,LB,3,74,47,65,66,68,58,65,78,76,75,76,67,62,60,60,66
182.88,CM,3,65,55,72,70,41,69,73,64,65,59,54,45,55,72,48,53
175.26,CM,3,64,52,70,65,53,65,70,65,73,72,79,64,67,61,68,65
187.96,ST,2,65,74,58,58,70,58,64,33,29,68,38,67,33,67,32,15
190.5,ST,2,28,68,52,59,29,41,65,54,58,79,72,60,20,35,29,42
154.94,"LB,CB",2,67,36,66,57,38,67,65,73,62,47,77,42,64,42,67,72
185.42,GK,1,8,10,30,12,12,36,18,54,57,23,44,20,23,31,17,11
152.4,"RM,LM",3,67,66,62,77,52,64,69,66,63,53,53,66,30,67,40,23
175.26,"LB,LWB",2,66,40,63,63,60,57,57,72,72,61,79,52,66,61,63,69
190.5,"LB,CB",2,58,33,61,50,71,63,58,71,67,28,80,30,65,35,68,70
154.94,"CDM,CM",2,48,34,66,50,48,62,62,54,48,71,73,56,70,57,64,72
154.94,"LW,LM",3,70,58,64,73,44,42,69,81,77,60,58,60,34,63,44,29
152.4,RB,2,66,28,62,66,39,54,62,74,65,48,71,35,65,47,64,67
187.96,"CB,CDM",2,48,32,69,46,52,66,64,33,32,66,60,49,74,70,69,70
182.88,"CDM,CM",3,57,49,67,68,64,65,69,59,56,80,70,70,66,64,60,69
170.18,LB,3,65,45,62,66,42,66,66,79,79,70,68,67,68,59,67,65
152.4,"LB,LW,RW",3,61,46,65,68,46,58,69,85,77,74,59,39,65,59,63,71
182.88,GK,1,18,14,22,16,14,21,17,32,49,22,37,19,13,52,14,19
172.72,"CDM,RB,CM",2,62,32,68,63,39,64,62,76,72,35,76,29,65,52,63,70
175.26,"RB,RM",3,72,40,66,64,65,58,64,82,81,69,89,48,60,68,57,59
154.94,"ST,RM",2,64,68,64,62,50,55,63,86,72,69,87,58,63,58,58,64
182.88,CB,2,31,28,58,45,34,51,52,55,53,52,51,38,64,40,63,68
154.94,"LW,RW",3,64,58,65,70,58,59,67,85,88,67,64,62,49,63,57,52
185.42,CB,2,38,24,55,35,22,56,48,59,52,66,60,33,68,45,68,70
172.72,"CAM,CF",3,74,52,71,72,70,64,66,67,72,58,60,60,58,66,30,37
175.26,"CM,CAM",3,68,61,72,74,72,64,72,76,79,70,69,72,49,68,46,52
193.04,CB,2,38,30,58,43,37,52,50,51,53,64,62,37,66,44,71,69
175.26,"CDM,CM",2,68,52,70,62,68,72,66,57,69,67,58,69,67,65,70,67
152.4,RB,3,74,44,67,66,69,64,65,80,76,55,81,48,57,62,59,61
190.5,CB,2,24,28,54,31,22,48,45,42,39,57,44,22,67,20,70,68
175.26,CB,2,27,26,52,28,31,45,40,40,51,38,67,24,71,39,70,68
170.18,CAM,3,66,59,69,71,67,63,72,80,82,66,68,65,24,59,25,26
154.94,"CB,RB",2,57,29,60,55,17,48,62,63,63,57,54,40,68,48,67,63
185.42,CB,2,47,55,62,53,40,58,57,44,55,52,76,32,68,44,63,65
195.58,GK,1,14,11,35,13,12,32,19,46,35,23,30,12,14,43,13,14
187.96,CB,2,75,49,72,42,81,70,67,31,34,76,63,68,72,59,70,68
185.42,CB,2,52,30,68,59,30,68,65,52,46,49,66,36,69,58,68,66
187.96,GK,1,13,12,26,14,11,33,16,17,28,21,37,15,12,45,17,12
182.88,CB,2,40,40,64,46,28,62,67,54,48,44,58,28,66,37,67,70
152.4,"CM,RM",3,70,63,72,63,67,62,69,64,72,74,78,65,61,66,54,67
175.26,ST,2,48,68,61,58,51,53,66,55,73,71,75,63,19,58,40,23
172.72,"CAM,RM,LM",3,54,56,66,76,53,61,76,78,84,58,65,60,37,62,41,38
170.18,"CAM,CM,LM",3,65,64,75,74,60,67,71,74,82,66,51,62,28,60,58,37
154.94,"RW,LW",3,57,60,64,78,29,54,74,82,76,52,59,65,20,63,31,21
175.26,"RB,RM,LB",3,67,43,66,69,48,59,70,75,77,63,71,61,65,55,64,65
165.1,"CAM,LM",3,54,62,65,68,51,60,68,80,86,64,60,66,20,67,35,21
154.94,CB,2,24,14,58,25,27,37,58,65,44,39,70,19,65,37,68,66
185.42,GK,1,16,13,20,14,15,17,14,32,33,16,23,14,14,62,10,13
154.94,"ST,RM,LM",4,63,68,64,72,62,47,68,78,75,73,61,66,52,64,29,35
172.72,"LM,CAM,CM",3,65,66,72,68,54,69,72,54,68,69,65,67,66,68,41,71
187.96,GK,1,20,15,43,16,16,47,28,37,56,26,35,17,19,58,21,15
193.04,CB,2,34,23,66,51,32,45,58,51,47,43,57,24,72,31,66,67
152.4,CDM,2,42,36,66,60,45,57,64,65,62,68,73,64,69,60,66,67
152.4,"RM,RW,LM,LW",4,63,68,64,73,54,64,69,81,76,74,47,71,37,63,34,29
172.72,"LB,LWB",3,65,34,68,64,60,64,67,73,65,36,74,29,62,56,68,66
182.88,ST,3,30,66,62,66,25,48,65,71,68,75,63,54,18,41,20,13
185.42,ST,3,37,70,63,66,48,51,69,71,72,58,72,62,32,68,17,39
185.42,ST,2,43,69,54,62,40,40,64,79,80,71,81,66,15,44,39,21
152.4,"RM,RW",3,58,72,69,70,54,57,63,76,61,60,82,62,38,63,52,33
185.42,"CDM,CM",3,62,38,67,59,44,63,63,67,59,71,80,71,68,45,65,70
154.94,"RW,LW,CM",3,67,62,72,72,70,64,71,68,68,75,54,67,50,70,52,53
182.88,CB,2,34,31,67,41,26,64,50,55,55,37,68,29,68,39,60,69
175.26,LB,2,79,51,53,54,63,59,62,74,62,67,78,47,73,58,58,68
152.4,ST,3,48,74,61,75,36,55,73,78,83,62,65,56,19,58,40,20
182.88,ST,3,44,68,59,67,39,24,66,76,68,66,76,53,19,52,40,39
152.4,RB,3,64,40,62,65,38,60,65,78,71,70,74,60,64,44,65,70
182.88,LM,3,65,65,65,68,42,54,64,79,79,57,70,58,55,66,37,54
190.5,GK,1,14,12,37,20,14,39,18,31,29,23,37,13,13,52,22,15
172.72,"ST,CAM",4,45,69,75,75,67,65,74,71,78,68,63,62,25,59,28,31
154.94,"RM,RW",3,76,63,71,72,48,62,70,87,81,66,35,40,22,48,34,31
154.94,RW,4,62,63,62,72,32,62,67,93,89,62,65,46,20,61,19,25
152.4,"LM,LWB,CM",3,61,54,67,68,60,59,66,84,84,58,89,57,61,67,59,64
152.4,ST,3,40,70,66,65,63,50,66,55,71,65,51,63,37,66,28,32
203.2,CB,2,27,38,63,37,32,65,57,39,46,55,63,33,67,45,68,67
170.18,"RM,LM,CM",3,67,61,72,65,38,69,68,69,79,62,78,53,39,60,51,30
187.96,ST,3,40,68,62,67,36,43,65,62,61,68,69,54,19,45,20,23
185.42,"ST,LW",3,61,65,68,67,49,65,71,75,75,62,82,53,31,68,32,23
185.42,ST,2,43,68,62,60,65,41,69,43,60,72,65,66,47,69,33,40
154.94,"RW,RM,LM,ST",3,62,65,68,68,28,59,69,80,77,62,76,57,41,56,52,55
175.26,"CAM,LM",3,77,53,72,68,78,70,64,68,84,67,62,77,52,71,25,50
182.88,RB,3,61,30,67,68,32,64,73,71,67,71,75,43,68,44,61,68
175.26,"RB,LB",3,69,58,72,65,42,70,69,49,65,42,88,46,62,64,65,65
175.26,"CDM,CM",2,48,39,66,61,39,58,65,68,76,53,80,46,71,59,68,65
182.88,"RB,CB",2,60,43,67,61,42,66,64,66,68,58,71,45,68,61,67,70
193.04,CB,2,51,41,63,30,25,56,56,43,56,34,66,56,61,51,68,73
154.94,"ST,RM",2,43,68,61,64,32,33,61,84,70,66,71,60,16,52,33,24
187.96,GK,1,15,17,26,14,13,32,20,38,47,34,40,11,17,27,16,12
170.18,LB,3,71,53,68,70,46,56,70,77,88,41,74,49,63,60,65,65
152.4,CB,2,47,50,59,39,20,59,55,62,69,62,64,34,65,53,68,62
182.88,CB,2,23,31,52,36,30,51,50,63,61,36,68,22,67,32,68,72
175.26,"LM,CAM",3,55,63,67,68,46,62,66,89,86,61,67,59,21,64,32,48
170.18,CDM,3,53,48,70,70,44,67,72,74,70,73,81,68,69,62,65,66
198.12,GK,1,11,11,23,15,15,16,24,18,25,24,27,9,14,32,12,13
170.18,"CF,ST",3,60,67,67,68,57,61,64,77,71,75,81,70,36,69,34,45
190.5,GK,1,18,13,43,15,12,28,23,59,63,22,36,13,23,46,8,13
172.72,"CAM,LW,RB",3,59,56,66,75,40,54,69,86,78,57,63,48,45,68,46,50
182.88,"RB,LB,RM",3,66,42,59,63,38,55,63,77,63,55,71,47,63,56,68,67
154.94,"LB,LWB",3,64,45,63,73,45,55,66,86,66,52,76,49,58,50,63,68
154.94,CM,3,70,59,67,64,57,71,66,59,76,76,80,74,56,69,63,59
187.96,CB,2,28,46,45,32,60,42,40,32,33,68,67,60,68,41,73,67
172.72,"CM,CDM",3,64,57,72,68,66,67,69,77,75,70,76,68,68,64,67,67
175.26,"RM,LM,ST",3,58,66,66,70,42,56,64,83,78,66,67,57,21,60,51,30
167.64,"CM,LW,RW,LM",3,69,61,72,77,52,68,75,84,86,69,62,62,44,68,40,54
193.04,ST,3,43,70,60,67,41,41,63,72,60,70,64,57,19,55,37,14
187.96,GK,1,13,16,35,18,16,37,22,48,35,20,30,17,25,40,10,13
172.72,"LM,CM",3,59,56,63,71,52,58,63,91,83,64,82,51,54,61,51,41
182.88,"RW,LW",3,63,64,64,73,62,59,72,71,70,72,57,70,26,63,29,33
193.04,ST,3,50,69,69,63,54,54,68,38,29,72,58,67,37,67,37,41
187.96,GK,1,13,11,28,14,11,26,16,48,37,17,41,11,20,18,19,15
187.96,ST,2,51,66,68,59,51,51,66,39,47,75,72,62,42,65,25,34
190.5,"CB,RB",2,49,37,62,24,39,57,48,57,64,61,67,27,63,56,70,66
152.4,"CM,CDM",3,58,53,73,70,65,69,73,61,67,67,77,51,58,63,66,45
190.5,ST,3,39,68,54,66,31,50,73,63,58,85,68,47,22,64,23,24
172.72,"RM,LM",3,62,68,62,74,55,53,70,82,74,65,69,67,30,53,44,29
175.26,CM,3,55,66,67,63,56,63,66,70,74,70,80,68,64,67,54,64
167.64,"RM,LM",3,67,62,61,71,58,60,68,81,75,59,59,45,33,67,35,29
193.04,GK,1,14,13,12,14,11,21,23,50,54,12,25,15,23,69,17,11
175.26,"CM,CDM",3,52,52,70,71,42,66,68,77,71,62,80,53,71,61,70,72
182.88,"CB,LB",2,30,25,50,34,23,30,50,62,37,37,68,25,65,30,66,68
152.4,RB,2,60,29,65,62,41,63,64,65,57,45,75,48,69,59,62,71
154.94,"CDM,CM",3,71,63,69,63,66,68,65,64,62,73,74,66,64,66,66,64
195.58,GK,1,25,10,42,19,28,38,22,52,56,37,35,17,15,49,9,18
182.88,"CDM,CM",3,80,58,68,67,78,72,66,47,65,86,72,74,67,67,67,64
185.42,ST,3,62,61,63,63,47,40,68,66,62,76,78,59,42,58,40,30
182.88,ST,3,50,70,65,65,40,50,63,68,65,68,65,67,13,54,45,20
175.26,LB,3,62,41,61,67,31,55,63,81,85,43,90,45,63,37,63,68
185.42,CB,2,55,42,51,54,40,41,57,64,53,53,74,40,65,43,66,73
190.5,"CB,CDM",2,27,31,60,32,31,52,53,60,55,43,65,42,70,45,67,65
152.4,"CDM,CM",3,55,57,65,63,56,66,66,70,73,68,81,64,67,67,68,65
182.88,"ST,CF,RW",3,66,66,65,62,47,49,66,68,70,69,76,62,37,60,37,22
182.88,"CDM,CM",3,42,54,74,70,68,70,73,55,53,74,76,64,63,56,59,66
182.88,GK,1,22,13,28,14,14,29,12,52,68,24,43,13,24,42,18,13
170.18,"LM,RM,CF",3,65,66,65,73,63,63,67,80,74,70,79,64,17,55,20,22
152.4,CM,3,68,58,69,64,63,65,67,67,74,66,86,64,65,65,63,63
154.94,"CAM,CM",3,67,64,65,69,66,59,67,76,78,71,87,71,67,64,55,55
175.26,"CM,CAM",3,67,59,68,64,61,68,70,59,63,63,67,65,57,72,60,66
182.88,LB,3,65,59,64,64,53,59,65,71,75,58,90,54,63,55,61,66
154.94,GK,1,19,13,38,13,20,34,19,54,68,25,42,12,23,33,24,21
182.88,LB,2,69,26,63,59,34,59,62,69,66,70,73,38,67,57,65,70
152.4,ST,3,53,67,58,66,37,36,64,86,69,64,86,54,29,60,19,14
175.26,"ST,RW",3,37,70,63,64,63,48,66,79,78,70,77,65,38,67,23,27
187.96,CB,2,29,26,61,24,62,61,55,44,32,78,60,52,67,48,65,68
152.4,"ST,RW,CF,RM",3,55,76,64,65,37,36,68,76,62,68,60,71,19,56,29,19
182.88,CB,2,31,27,55,42,31,37,50,58,57,46,53,26,64,30,67,69
172.72,"CAM,CM,RM",3,46,60,69,66,54,64,68,77,77,66,60,56,43,62,28,42
175.26,"RB,CM,CDM",3,64,45,70,71,50,65,68,76,74,73,80,69,65,69,58,70
154.94,"CB,RB,CDM",3,41,58,56,65,41,64,66,72,55,45,69,35,73,40,68,76
182.88,ST,3,68,67,61,68,37,58,72,75,69,65,44,55,29,59,19,15
195.58,GK,1,12,15,24,10,16,25,23,42,36,20,29,12,12,45,13,13
154.94,RB,2,65,35,66,62,43,60,64,73,76,47,77,36,66,52,65,68
187.96,CDM,2,63,63,71,65,69,65,61,66,67,73,76,67,67,58,67,70
152.4,"LW,CAM,ST",3,64,68,67,75,56,66,67,78,67,59,69,52,37,62,50,59
182.88,ST,2,56,69,61,62,55,46,67,60,59,76,46,62,20,55,52,28
193.04,"ST,LM",2,43,66,60,63,48,50,65,65,64,70,55,65,22,53,24,23
175.26,"LM,CAM",3,58,58,69,70,60,59,66,83,84,70,77,64,50,63,31,46
170.18,"LW,LB,RW,LM",3,66,53,69,74,48,61,71,84,71,59,66,59,42,68,66,69
190.5,CB,2,37,39,56,51,27,52,54,68,58,61,64,42,64,51,62,71
190.5,CB,2,23,24,66,38,17,54,52,40,35,43,56,20,68,24,69,63
172.72,ST,3,60,66,64,67,51,54,70,89,79,70,68,54,19,60,32,38
152.4,"LM,ST,LW",3,63,63,63,67,66,60,65,80,77,61,74,59,63,61,22,35
152.4,"LB,CB",2,65,22,56,46,32,62,63,68,71,22,78,25,63,48,71,64
152.4,"CAM,CM,LM",3,58,57,72,67,64,59,71,69,69,59,69,59,18,67,48,38
